id,企業名,company_id,査定依頼可能エリア,市区町村,city_id,店舗名,郵便番号,電話番号,FAX番号,営業時間,定休日,キャッチコピー,紹介文,以降住所,ieul_店舗id
99,Speee90不動産,90,"1496,1497,1498,1499",宇部市,1516,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee90不動産にお任せください,Speee90不動産にお任せください！東京都の不動産売却の実績多数です。,大字木田秋葉下,99
100,Speee91不動産,91,"1076,1077,1078,1079",豊川市,1112,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee91不動産にお任せください,Speee91不動産にお任せください！東京都の不動産売却の実績多数です。,御津町大草分莚,100
101,Speee92不動産,92,"621,622,623,624",我孫子市,636,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee92不動産にお任せください,Speee92不動産にお任せください！東京都の不動産売却の実績多数です。,東我孫子２丁目,101
102,Speee93不動産,93,"368,369,370,371",二本松市,402,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee93不動産にお任せください,Speee93不動産にお任せください！東京都の不動産売却の実績多数です。,上川崎字本佛谷,102
103,Speee94不動産,94,"1071,1072,1073,1074",岡崎市,1118,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee94不動産にお任せください,Speee94不動産にお任せください！東京都の不動産売却の実績多数です。,蓬生町字仲田,103
104,Speee95不動産,95,"1585,1586,1587,1588",香美市,1601,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee95不動産にお任せください,Speee95不動産にお任せください！東京都の不動産売却の実績多数です。,土佐山田町旭町５丁目,104
105,Speee96不動産,96,"1722,1723,1724,1725",熊本市中央区,1758,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee96不動産にお任せください,Speee96不動産にお任せください！東京都の不動産売却の実績多数です。,神水１丁目,105
106,Speee97不動産,97,"265,266,267,268",仙台市泉区,276,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee97不動産にお任せください,Speee97不動産にお任せください！東京都の不動産売却の実績多数です。,根白石字判在家西,106
107,Speee98不動産,98,"1184,1185,1186,1187",綾部市,1198,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee98不動産にお任せください,Speee98不動産にお任せください！東京都の不動産売却の実績多数です。,上延町蛭子,107
108,Speee99不動産,99,"275,276,277,278",栗原市,291,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee99不動産にお任せください,Speee99不動産にお任せください！東京都の不動産売却の実績多数です。,築館字新留場,108
109,Speee100不動産,100,"360,361,362,363",福島市,399,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee100不動産にお任せください,Speee100不動産にお任せください！東京都の不動産売却の実績多数です。,渡利字北椚森,109
110,Speee101不動産,101,"264,265,266,267",仙台市太白区,285,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee101不動産にお任せください,Speee101不動産にお任せください！東京都の不動産売却の実績多数です。,山田字新田堀下中,110
111,Speee102不動産,102,"1187,1188,1189,1190",亀岡市,1207,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee102不動産にお任せください,Speee102不動産にお任せください！東京都の不動産売却の実績多数です。,南つつじケ丘桜台２丁目,111
112,Speee103不動産,103,"1071,1072,1073,1074",岡崎市,1118,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee103不動産にお任せください,Speee103不動産にお任せください！東京都の不動産売却の実績多数です。,奥殿町字川添,112
113,Speee104不動産,104,"1088,1089,1090,1091",稲沢市,1076,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee104不動産にお任せください,Speee104不動産にお任せください！東京都の不動産売却の実績多数です。,祖父江町中牧上屋敷,113
114,Speee105不動産,105,"303,304,305,306",大館市,315,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee105不動産にお任せください,Speee105不動産にお任せください！東京都の不動産売却の実績多数です。,釈迦内字築紫森,114
115,Speee106不動産,106,"814,815,816,817",富山市,831,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee106不動産にお任せください,Speee106不動産にお任せください！東京都の不動産売却の実績多数です。,東町３丁目,115
116,Speee107不動産,107,"275,276,277,278",栗原市,291,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee107不動産にお任せください,Speee107不動産にお任せください！東京都の不動産売却の実績多数です。,若柳武鎗字新左馬之亟,116
117,Speee108不動産,108,"368,369,370,371",二本松市,402,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee108不動産にお任せください,Speee108不動産にお任せください！東京都の不動産売却の実績多数です。,田沢字鳥木,117
118,Speee109不動産,109,"228,229,230,231",盛岡市,260,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee109不動産にお任せください,Speee109不動産にお任せください！東京都の不動産売却の実績多数です。,上田１丁目,118
119,Speee110不動産,110,"366,367,368,369",喜多方市,418,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee110不動産にお任せください,Speee110不動産にお任せください！東京都の不動産売却の実績多数です。,山都町三津合字本木ノ前,119
120,Speee111不動産,111,"1187,1188,1189,1190",亀岡市,1207,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee111不動産にお任せください,Speee111不動産にお任せください！東京都の不動産売却の実績多数です。,河原林町河原尻東垣内,120
121,Speee112不動産,112,"235,236,237,238",一関市,261,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee112不動産にお任せください,Speee112不動産にお任せください！東京都の不動産売却の実績多数です。,萩荘字秋葉,121
122,Speee113不動産,113,"231,232,233,234",花巻市,265,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee113不動産にお任せください,Speee113不動産にお任せください！東京都の不動産売却の実績多数です。,石鳥谷町関口第２８地割,122
123,Speee114不動産,114,"1194,1195,1196,1197",南丹市,1214,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee114不動産にお任せください,Speee114不動産にお任せください！東京都の不動産売却の実績多数です。,八木町八木内山,123
124,Speee115不動産,115,"1090,1091,1092,1093",東海市,1075,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee115不動産にお任せください,Speee115不動産にお任せください！東京都の不動産売却の実績多数です。,名和町下新屋敷,124
125,Speee116不動産,116,"1078,1079,1080,1081",碧南市,1068,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee116不動産にお任せください,Speee116不動産にお任せください！東京都の不動産売却の実績多数です。,奥沢町２丁目,125
126,Speee117不動産,117,"1106,1107,1108,1109",長久手市,1080,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee117不動産にお任せください,Speee117不動産にお任せください！東京都の不動産売却の実績多数です。,市が洞３丁目,126
127,Speee118不動産,118,"274,275,276,277",登米市,272,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee118不動産にお任せください,Speee118不動産にお任せください！東京都の不動産売却の実績多数です。,登米町小島弁慶山,127
128,Speee119不動産,119,"363,364,365,366",いわき市,422,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee119不動産にお任せください,Speee119不動産にお任せください！東京都の不動産売却の実績多数です。,桜ケ丘１丁目,128
129,Speee120不動産,120,"1263,1264,1265,1266",東大阪市,1245,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee120不動産にお任せください,Speee120不動産にお任せください！東京都の不動産売却の実績多数です。,岩田町６丁目,129
130,Speee121不動産,121,"435,436,437,438",ひたちなか市,427,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee121不動産にお任せください,Speee121不動産にお任せください！東京都の不動産売却の実績多数です。,栄町１丁目,130
131,Speee122不動産,122,"328,329,330,331",酒田市,348,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee122不動産にお任せください,Speee122不動産にお任せください！東京都の不動産売却の実績多数です。,安田字ガツギ田,131
132,Speee123不動産,123,"274,275,276,277",登米市,272,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee123不動産にお任せください,Speee123不動産にお任せください！東京都の不動産売却の実績多数です。,中田町浅水字新西寺田,132
133,Speee124不動産,124,"1075,1076,1077,1078",春日井市,1069,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee124不動産にお任せください,Speee124不動産にお任せください！東京都の不動産売却の実績多数です。,廻間町字東中田,133
134,Speee125不動産,125,"366,367,368,369",喜多方市,418,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee125不動産にお任せください,Speee125不動産にお任せください！東京都の不動産売却の実績多数です。,山都町小舟寺字下平,134
135,Speee126不動産,126,"195,196,197,198",むつ市,226,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee126不動産にお任せください,Speee126不動産にお任せください！東京都の不動産売却の実績多数です。,川内町銀杏平,135
136,Speee127不動産,127,"361,362,363,364",会津若松市,425,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee127不動産にお任せください,Speee127不動産にお任せください！東京都の不動産売却の実績多数です。,神指町大字南四合字大道上,136
137,Speee128不動産,128,"1176,1177,1178,1179",京都市下京区,1187,,329-1224,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee128不動産にお任せください,Speee128不動産にお任せください！東京都の不動産売却の実績多数です。,八百屋町七条通猪熊東入,137
